id_zmienna;zmienna;id_przekroj;nazwa_przekroj;id_jednostka_terytorialna;jednostka_terytorialna;id_typ_informacji;typ_informacji;id_wymiar_2;nazwa_wymiar_2;id_pozycja_2;nazwa_pozycja_2;id_wymiar_3;nazwa_wymiar_3;id_pozycja_3;nazwa_pozycja_3;id_wymiar_4;nazwa_wymiar_4;id_pozycja_4;nazwa_pozycja_4;id_wymiar_5;nazwa_wymiar_5;id_pozycja_5;nazwa_pozycja_5;id_wymiar_6;nazwa_wymiar_6;id_pozycja_6;nazwa_pozycja_6;id_wymiar_7;nazwa_wymiar_7;id_pozycja_7;nazwa_pozycja_7;id_wymiar_8;nazwa_wymiar_8;id_pozycja_8;nazwa_pozycja_8;id_wymiar_9;nazwa_wymiar_9;id_pozycja_9;nazwa_pozycja_9;id_okres;id_daty;opis_okres;wartosc;oznaczenie_braku_wartosci;nazwa_braku_wartosci;oznaczenie_tajnosci;nazwa_tajnosci;oznaczenie_flagi;nazwa_flaga;notka
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;2012;2012 Q3;4619;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273;2012;2012 Q4;4706;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;2013;2013 Q1;4131;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271;2013;2013 Q2;4541;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;2013;2013 Q3;4291;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273;2013;2013 Q4;4469;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;2014;2014 Q1;4486;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271;2014;2014 Q2;4806;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;2014;2014 Q3;4577;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273;2014;2014 Q4;4773;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;2015;2015 Q1;4686;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271;2015;2015 Q2;4863;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;2015;2015 Q3;4673;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273;2015;2015 Q4;4869;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;2016;2016 Q1;4691;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271;2016;2016 Q2;5037;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;2016;2016 Q3;4590;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273;2016;2016 Q4;4831;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;2017;2017 Q1;4724;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271;2017;2017 Q2;4564;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;2017;2017 Q3;5115;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273;2017;2017 Q4;4882;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;2018;2018 Q1;5255;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271;2018;2018 Q2;5261;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;2018;2018 Q3;5102;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273;2018;2018 Q4;4839;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;2019;2019 Q1;4705;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271;2019;2019 Q2;5325;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;2019;2019 Q3;5556;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273;2019;2019 Q4;5748;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;2020;2020 Q1;5842;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271;2020;2020 Q2;5843;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;2020;2020 Q3;5752;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273;2020;2020 Q4;5784;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;2021;2021 Q1;5835;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271;2021;2021 Q2;6134;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;2021;2021 Q3;6117;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273;2021;2021 Q4;7323;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;2022;2022 Q1;7563;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271;2022;2022 Q2;6925;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;2022;2022 Q3;7297;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273;2022;2022 Q4;7634;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;2023;2023 Q1;7442;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271;2023;2023 Q2;7441;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;2023;2023 Q3;8186;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
309;Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych;485;"Polska, województwa, powiaty; Rodzaj rynku nieruchomości";36182;Powiat m. Olsztyn;180;[zł];423;Rodzaj rynku nieruchomości;4801795;pierwotny rynek nieruchomości;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273;2023;2023 Q4;8456;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;
